aff_raw,count
"Hikvision Research Institute, Hangzhou, Zhejiang, China",1
"Computer Science, Utah State University, Old Main Hill Logan, Utah",1
"Institute for Anthropomatics and Robotics - Karlsruhe Institute of Technology, Karlsruhe, Germany",1
"Dep. Artiﬁcial Intelligence in Biomedical Engineering - FAU Erlangen-Nürnberg, Erlangen, Germany",1
"Seeing Machines, Australia",1
"NICE Research Group, Department of Computer Science, University of Surrey, Guildford, UK",1
"Helmholtz Information and Data Science School for Health, Karlsruhe/Heidelberg, Germany",1
"Machine Learning Lab, University of Freiburg, Freiburg, Germany",1
"Advanced Research Institute, Southwest University of Political Science&Law, Chongqing, China",1
"Institute of Image Processing and Pattern Recognition, Xi’an Jiaotong University, CHINA",1
"Department of Computer Science, Kent State University",1
"School of Science, XiDian University, CHINA",1
"Interactive Machine Learning Group, DKFZ",1
"Photogrammetry & Remote Sensing, ETH Zurich",1
"York University, Borealis AI",1
Hanyang University ERICA Campus,1
"Department of Radiology, Weill Cornell Medicine",1
"Perception for Intelligent Systems, TUM, Germany",1
"Computer Science, UWO, Canada",1
"MS Swaminathan Research Foundation, Chennai, India",1
"The Ohio State University, US",1
"NA VER Z Corporation, S. Korea",1
Picup.AI,1
Second Affiliated Hospital of the Chinese University of Hong Kong,1
PathAI Inc,1
"Department of Artificial Intelligence, Hanyang University, Republic of Korea",1
"PathAI Inc, Boston, USA",1
"Oregon State University, Corvallis, USA",1
Stryker AI Research,1
"Computer Vision Group, University of Hamburg, Germany",1
"Center for Advanced Studies in Information and Communication Technologies, University of Jaén, Spain",1
"Department of Empirical Inference, Max Planck Institute for Intelligent Systems",1
1The Johns Hopkins University,1
"Bernstein Center for Computational Neuroscience (BCCN), III. Physikalisches Institut - Biophysik, Georg-August University of Göttingen",1
"Universidad Nacional del Sur, and CONICET. Bahía Blanca, Argentina",1
"Inst. of Science & Technology, Austria",1
"Bilibili, Shanghai, China",1
"1The Johns Hopkins University, 2The Johns Hopkins University Applied Physics Laboratory",1
The University of Queensland†,1
SHINSEGAE I&C,1
"Department of Chemical & Biochemical Engineering, Missouri University of Science and Technology",1
"School of Artifical Intelligence, University of Chinese Academy of Sciences",1
"AASS, Orebro University, Sweden",1
"Norwegian University of Science and Technology (NTNU), Norway",1
"London School of Economics, Department of Statistics",1
"Robotics Research Center, IIIT Hyderabad",1
"ETRI, Daejeon, Korea",1
ELTE E ¨otv¨os Lor ´and University,1
"PBC School of Finance, Tsinghua University",1
University Of Bucharest,1
"Guangzhou HKUST Fok Ying Tung Research Institute Guangzhou, China",1
"Squirrel AI, USA",1
"State Key Laboratory of Resources and Environmental Information System, China",1
"Center for Biometrics and Security Research, National Laboratory of Pattern Recognition, Institute of Automation, Chinese Academy of Sciences",1
Laoshan Laboratory,1
"Hubei Cancer Hospital, Tongji Medical College, Huazhong University of Science and Technology",1
"Department of Radiation Oncology, The First Affiliated Hospital of USTC, Division of Life Sciences and Medicine, University of Science and Technology of China",1
"Arabian Gulf University, Bahrain",1
"School of Computer Science and Technology, University of Science and Technology of China, China",1
"ECE & ASRI, Seoul National University, Seoul, Korea",1
"Weibo R&D Limited, USA",1
"School of Software Engineering, USTC, China",1
"Center for Research in Computer Vision, University of Central Florida, Orlando, FL, 32816",1
"Key Laboratory of Precision and Intelligent Chemistry, USTC, Hefei Anhui, 230026, China",1
Monterey Bay Aquarium Research Institute,1
"School of Computer Science and Technology, Harbin Institute of Technology, ShenZhen",1
"Department of Computer Science, University of Freiburg",1
Austrian Institute of Technology GmbH,1
CVision AI,1
"Telecom Paris, Institut Polytechnique de Paris",1
"Institut f¨ur Theoretische Informatik, Leibniz Universit¨at Hannover, Germany",1
"Department of Computer Science and Informatics, J¨onk¨oping University, Sweden",1
HUN-REN KRTK KTI,1
"Eindhoven University of Technology, NL",1
Gifu University,1
"Indiana University, Bloomington, IN, USA",1
"School of Technology and Computer Science, TIFR, Mumbai, India",1
Hong Kong Polytechnic University Shenzhen Research Institute,1
"School of Computer Science, University of Science and Technology of China (USTC)",1
1Johns Hopkins University,1
"1Johns Hopkins University, 2AIBEE",1
"School of Biomedical Engineering, University of Science and Technology of China (USTC)",1
2AIBEE,1
"Department of People and Technology, Roskilde University, Denmark",1
"Computer Science Department, University of Illinois at Urbana-Champaign",1
"Integrated CAE and PLM Department, Nissan Motor Co., Ltd.",1
"Computer Science Department, Stony Brook University",1
"Mobility & AI Laboratory, Nissan Motor Co., Ltd.",1
"Mobility & AI Laboratory, Nissan Motor Co., Ltd. and Yokohama National University, Japan",1
"State Key Laboratory of Transvascular Implantation Devices of The Second Affiliated Hospital, Zhejiang University School of Medicine",1
"UNIST, KAIST",1
Tu Berlin,1
"UNIST, KIST",1
"Sapienza University, Italy",1
"Australian National University, Australia Centre for Robotic Vision",1
"Centre for Intelligent Multidimensional Data Analysis, Science Park, Hong Kong",1
"ETH Zurich, KU Leuven, INSAIT",1
"College of Engineering, Zhejiang University",1
Huawei Noah’ Ark Lab,1
Southeast Community College Area,1
"Visual Intelligence, Institute for Infocomm Research (I2R), A*STAR, Singapore",1
DiCES - University of Calabria,1
"Gaoling School of Artiﬁcial Intelligence, Renmin University of China and Beijing Key Laboratory of Big Data Management and Analysis Methods",1
Everest Innovation Technology (Altizure),1
Peking Union Medical College,1
"Fraunhofer HHI, Germany",1
"School of Computer Science & Engineering, South China University of Technology, China 510006",1
"Hitachi America, United States",1
"University of Otago, New Zealand",1
"Computational Science Initiative, Brookhaven National Laboratory, Upton, NY, USA",1
"InfluenceMap, United Kingdom",1
"College of Health Science and Environmental Engineering, Shenzhen Technology University",1
"Catchoom Technologies, Barcelona, Spain",1
"Open University, The Netherlands",1
"Amazon Web Services, Palo Alto, CA USA",1
"Key Laboratory of Brain Machine Collaborative Intelligence of Zhejiang Province and School of Computer Science, Hangzhou Dianzi University",1
"CVLab, Ecole Polytechnique Fédérale de Lausanne, Switzerland",1
"Department of CSE, IIT Madras",1
China Iron and Steel Research Institute Group,1
Bank of China,1
The State Council Leading Group Office of Information Center,1
"CentraleSupelec and INRIA-Saclay, Chatenay-Malabry, France",1
"Hebei University of Science and Technology, China",1
eda,1
"Department of CSE, IIT Kanpur",1
"School of Artiﬁcial Intelligence, Jianghan University",1
University of California at Irvine,1
Visvesvaraya National Institute Of Technology,1
Currently author is affiliated with MasterCard,1
"Key Laboratory of Advanced Design and Intelligent Computing (Dalian University), Ministry of Education, Dalian University",1
"University of Venice, Ege University",1
"Hessian.AI, Germany",1
"Center for Data Science, New York University, USA",1
"Centre for Cognitive Science, Germany",1
"EII Inc., Tokyo, Japan",1
"Laboratoire d’Informatique en Image et Systèmes d’Information, CNRS Lyon",1
"Karlsruhe Institute of Technology, Massachusetts Institute of Technology, Harvard Medical School",1
"Combinatorial Image Analysis, MPI for Informatics, Saarbrücken",1
Anker Innovations,1
"IDSIA, USI-SUPSI, Lugano, Switzerland, dan@idsia.ch",1
"Department of Statistics, University of Wisconsin-Madison",1
"Amazon, AWS Rekognition",1
"ETH, Z ¨urich, Switzerland",1
"Inventec Corporation, Taiwan",1
"IDSIA, USI-SUPSI, Lugano, Switzerland, alessandrog@idsia.ch",1
"Skywatch Innovation Inc., Taiwan",1
"International School, Jinan University, Guangzhou, China",1
"National Taiwan University of Science and Technology, Taiwan",1
"Medical Sciences Division, University of Oxford",1
NEC Laboratories America Inc,1
"Department of CIS, SKL-IOTSC, University of Macau",1
"Key Laboratory of Measurement and Control of Complex Systems of Engineering, Ministry of Education, Southeast University, Nanjing, China, 210096",1
"LTCI, T´el´ecom Paris, IP Paris",1
"HHMI Janelia Research Campus, Ashburn, VA, paragt@janelia.hhmi.org",1
rani@cs.technion.ac.il,1
Nanjing Research Institute of Electronic Engineering,1
sgalk87@campus.technion.ac.il,1
"Universit`a degli Studi di Genova, Italy",1
"Mitsubishi Electric Research Lab (MERL), USA",1
"Computer Science and Engineering Department, IIT Kharagpur",1
Beijing Institute of Fashion Technology,1
"MHUG Lab, Department of Computer Science, University of Trento, Italy",1
"AI Institute, UNSW Sydney",1
"National University of Singapore Research Institute, Suzhou, China",1
"´Ecole nationale Sup ´erieure d’Informatique, Algiers, Algeria",1
"Yorktown High school, Yorktown Heights, 10598, USA",1
Nanjing audit university,1
"Mila, Quebec AI Insitute",1
"Amanda, 34 Avenue Des Champs Elys´ees, F-75008, Paris, France",1
"Xidian University, Xi'an, China",1
"The University of Tokyo, Tokyo",1
"CRIL, Univ Artois & CNRS, France",1
"University of Technology, Sydney, Australia",1
"LIGM, Ecole des Ponts, Univ Gustave Eiffel, CNRS, Marne-la-Vall´ee, France",1
MPI T¨ubingen,1
"Vector Institute, University of Toronto, NVIDIA",1
Fundaci òn Univ. Konrad Lorenz,1
"IBM Watson Research Center, Armonk, NY, USA",1
"Universit´e Paris-Saclay, CentraleSup´elec, MICS, France",1
"Monash University, Clayton VIC 3800",1
"HCI, University of Heidelberg",1
Innovation Center of Yangtze River Delta,1
"The University of Melbourne, Parkville VIC 3010",1
"Graduate School of Engineering, Osaka Prefecture University",1
"Vision and AI Lab, Indian Insitute of Science, Bengaluru",1
"Department of Computer Science, Rutgers University, New Brunswick, NJ",1
"School of Data Science and Artificial Intelligence, Dongbei University of Finance and Economics",1
Univ. of Illinois at Urbana-Champaign,1
"IBM Research Europe, 8803 R ¨uschlikon, Switzerland",1
"Department of Electrical & Computer Engineering, University of Utah",1
"ICSI, UC Berkeley",1
Key Laboratory of New Generation Artifcial Intelligence Technology and Its Interdisciplinary Applications (Southeast University),1
"University of Oxford, England, UK",1
"Western University, ON, Canada",1
"University of British Columbia, BC, Canada",1
"Alberta Machine Intelligence Institute, University of Alberta",1
"TrojAI Inc., NB, Canada",1
"Visual Analysis and Perception (V AP) Laboratory, Aalborg University & Pioneer Centre for AI, Denmark",1
"L3S Research Center, Germany",1
"SynergyXR ApS, Aarhus, Denmark",1
"Computer Graphics Group, Aalborg University, Denmark",1
U. of Haifa,1
"Agency for Science, Technology and Research (A*STAR), Singapore",1
"University of Queensland, QLD, Australia",1
"School of Electrical Engineering and Computer Science, University of Queensland, Brisbane, Australia",1
U. of Bern,1
"Laboratoire Hubert Curien UMR 5516, 18 rue Benoit Lauras, 42000 St-Etienne, France",1
"Department of Computer Science, Friedrich-Alexander-Universtität Erlangen-Nürnberg",1
"NLPR-LIAMA, Institute of Automation Chinese Academy of Sciences, BEIJING, CHINA",1
"Universitat Pompeu Fabra, Barcelona",1
"RIKEN AIP, Tohoku University",1
"MIT CSAIL, Martinos Center, Massachusetts General Hospital",1
"Boston Children’s Hospital, Harvard Medical School",1
"Department of Biomedical Engineering, University of Utah",1
"Centre de Visio per Computador, Barcelona",1
"School of Business, Stevens Institute of Technology, Hoboken",1
"School of Computing and AI, Arizona State University, Tempe",1
Perceive Inc.,1
"CISCO Research, San Jose, CA, USA",1
Central Academy of Fine Arts,1
"University of Surrey, Guildford, GU2 7XH, United Kingdom",1
"College of Business and Economics, Australian National University",1
"Biostatistics and Bioinformatics Branch, Eunice Kennedy Shriver National Institute of Child Health and Human Development",1
"KESTRELEYE GmbH, Austria",1
Samsung R&D Institute Poland,1
"Deeping Source Inc., Seoul, Republic of Korea",1
"Nat’l Engineering Laboratory for Video Technology, Cooperative Medianet Innovation Center, Peking University, China",1
"University of Surrey, Guildford, UK, GU2 7XH",1
"Department of Computer Science, Amherst College",1
Bosch Center for Artifical Intelligence,1
"Cambridge Research Laboratory, Toshiba Europe Ltd., Cambridge, UK",1
Trustworthy AI,1
"IMB / LaBRI, Université de Bordeaux, France",1
Dyson Ltd,1
"Universitat Autònoma de Barcelona, Computer Vision Center",1
"Universitat de Barcelona, Computer Vision Center",1
"Department of Computer Science, Tokyo Institute of Technology",1
"computer science , University of New Hampshire",1
"Tianjin University, Lappeenranta-Lahti University of Technology",1
"Nankai University, Guangdong Provincial Key Laboratory of Big Data Computing, CUHK (Shenzhen)",1
"Yanjing Medical College, Capital Medical University",1
"Stanford University, Aeronautics and Astronautics Department",1
"Google Research, Thailand",1
"Computer Science Department, Psychology Department, Stony Brook University",1
"Celonis Labs GmbH, Munich, Germany",1
"Dept. of CSE, MOE Key Lab of Artificial Intelligence, AI Institute, Shanghai Jiao Tong University",1
"Deepwise AI Lab, Peng Cheng Laboratory",1
